timestamp,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore
2024-09-04 10:00:00,56596.99000000,56710.47000000,56453.00000000,56456.45000000,878.42947000,2024-09-04 10:59:59.999,49686366.55563660,95579,382.49257000,21640233.33897150,0
2024-09-04 11:00:00,56456.46000000,56682.32000000,56454.73000000,56573.00000000,540.51183000,2024-09-04 11:59:59.999,30578519.41519660,77478,281.49032000,15926568.50223020,0
2024-09-04 12:00:00,56573.00000000,56763.99000000,56479.95000000,56599.99000000,776.26939000,2024-09-04 12:59:59.999,43949985.04994390,93706,363.62337000,20590941.14061460,0
2024-09-04 13:00:00,56600.00000000,56700.00000000,56319.41000000,56490.00000000,1446.03410000,2024-09-04 13:59:59.999,81687899.57771600,192315,740.04595000,41812275.07135860,0
2024-09-04 14:00:00,56489.99000000,57581.40000000,56187.61000000,57511.10000000,3849.65881000,2024-09-04 14:59:59.999,218779428.46076790,355005,1979.59175000,112579185.49514790,0
2024-09-04 15:00:00,57511.11000000,58181.43000000,57365.00000000,58134.00000000,3831.97973000,2024-09-04 15:59:59.999,221042396.64588590,305611,1894.74863000,109325878.05112180,0
2024-09-04 16:00:00,58134.00000000,58519.00000000,58121.10000000,58406.07000000,2363.63405000,2024-09-04 16:59:59.999,137850166.96355180,218665,1247.24956000,72752054.89352120,0
2024-09-04 17:00:00,58406.06000000,58472.00000000,57821.79000000,57878.00000000,1365.95138000,2024-09-04 17:59:59.999,79398757.21163740,150421,563.05237000,32724471.60202130,0
2024-09-04 18:00:00,57878.01000000,57997.99000000,57646.00000000,57684.01000000,805.58545000,2024-09-04 18:59:59.999,46579310.82611730,130352,391.74932000,22655972.03508760,0
2024-09-04 19:00:00,57684.01000000,58165.00000000,57662.00000000,58058.01000000,749.56159000,2024-09-04 19:59:59.999,43390318.42033080,102429,456.04818000,26396384.21395590,0
2024-09-04 20:00:00,58058.00000000,58181.00000000,57792.46000000,58048.01000000,598.90498000,2024-09-04 20:59:59.999,34741547.77022940,76679,275.83840000,16003375.48368410,0
2024-09-04 21:00:00,58048.00000000,58120.00000000,57948.00000000,58100.00000000,300.28427000,2024-09-04 21:59:59.999,17423664.44075960,42821,133.69651000,7757105.09511250,0
2024-09-04 22:00:00,58100.00000000,58390.00000000,58041.10000000,58130.99000000,465.29601000,2024-09-04 22:59:59.999,27075778.66895730,72556,217.03900000,12631434.57982400,0
2024-09-04 23:00:00,58130.98000000,58232.00000000,57889.81000000,57970.90000000,416.15905000,2024-09-04 23:59:59.999,24164090.46990110,55204,183.53794000,10658082.94827540,0
2024-09-05 00:00:00,57970.90000000,58327.07000000,57964.00000000,57997.75000000,935.43836000,2024-09-05 00:59:59.999,54376990.98214710,88684,348.90738000,20281815.45212040,0
2024-09-05 01:00:00,57997.75000000,58249.00000000,57955.55000000,58021.99000000,499.19331000,2024-09-05 01:59:59.999,28994361.72020700,70632,244.68944000,14211771.02804760,0
2024-09-05 02:00:00,58021.99000000,58063.99000000,57653.13000000,57692.99000000,783.10999000,2024-09-05 02:59:59.999,45264074.93949160,100630,322.69234000,18654330.64320610,0
2024-09-05 03:00:00,57693.00000000,57693.00000000,56891.07000000,57135.42000000,2500.28710000,2024-09-05 03:59:59.999,143013356.32785090,205822,975.91237000,55806438.35722330,0
2024-09-05 04:00:00,57135.42000000,57291.10000000,57076.01000000,57206.40000000,672.68373000,2024-09-05 04:59:59.999,38472811.20852030,70298,325.02757000,18587521.15268980,0
2024-09-05 05:00:00,57206.40000000,57268.75000000,57029.00000000,57194.99000000,549.29554000,2024-09-05 05:59:59.999,31395570.67557370,66397,240.39234000,13744235.20107050,0
2024-09-05 06:00:00,57195.00000000,57222.78000000,56541.68000000,56914.01000000,1323.86325000,2024-09-05 06:59:59.999,75260520.18279900,139682,570.04919000,32400726.02432150,0
2024-09-05 07:00:00,56914.01000000,57245.03000000,56831.71000000,57155.10000000,791.72283000,2024-09-05 07:59:59.999,45219874.48096340,103908,453.18666000,25878141.61666340,0
2024-09-05 08:00:00,57155.10000000,57232.00000000,56952.65000000,57004.00000000,627.52643000,2024-09-05 08:59:59.999,35815806.73911350,71237,276.90356000,15805694.54069940,0
2024-09-05 09:00:00,57004.00000000,57012.00000000,56623.00000000,56797.00000000,1013.95708000,2024-09-05 09:59:59.999,57629801.37623270,108420,439.44435000,24978438.85606460,0
2024-09-05 10:00:00,56797.00000000,56848.97000000,56654.31000000,56771.00000000,586.08011000,2024-09-05 10:59:59.999,33264205.45660380,93881,334.61645000,18992540.01697770,0
2024-09-05 11:00:00,56771.00000000,56863.80000000,56663.00000000,56698.01000000,597.41447000,2024-09-05 11:59:59.999,33901373.67566650,73561,304.00122000,17254122.48655580,0
2024-09-05 12:00:00,56698.01000000,56850.00000000,56318.00000000,56662.00000000,1962.33334000,2024-09-05 12:59:59.999,111078989.46145110,251455,927.93271000,52530486.87621860,0
2024-09-05 13:00:00,56662.01000000,57158.81000000,56571.47000000,57028.62000000,1904.35960000,2024-09-05 13:59:59.999,108205193.95823290,278235,1033.45278000,58734432.43300680,0
2024-09-05 14:00:00,57028.62000000,57350.00000000,56479.36000000,56558.01000000,2734.64511000,2024-09-05 14:59:59.999,155729209.55528620,314318,1331.37654000,75845372.59780240,0
2024-09-05 15:00:00,56558.00000000,56674.83000000,55817.51000000,55976.01000000,3598.75143000,2024-09-05 15:59:59.999,202265192.94539350,344554,1488.02676000,83667683.44543920,0
2024-09-05 16:00:00,55976.01000000,56416.65000000,55960.00000000,56335.00000000,1223.32262000,2024-09-05 16:59:59.999,68701445.51079080,179719,664.17388000,37301251.86742760,0
2024-09-05 17:00:00,56335.00000000,56614.00000000,56200.42000000,56602.99000000,893.08044000,2024-09-05 17:59:59.999,50357931.43879120,137037,466.12312000,26288825.26222900,0
2024-09-05 18:00:00,56603.00000000,56710.00000000,56506.30000000,56548.99000000,602.59695000,2024-09-05 18:59:59.999,34114233.14500280,105982,279.54363000,15826596.35249750,0
2024-09-05 19:00:00,56549.00000000,56568.00000000,55800.00000000,56060.01000000,1587.58365000,2024-09-05 19:59:59.999,89078373.51696560,212377,774.90815000,43478463.95461520,0
2024-09-05 20:00:00,56060.00000000,56259.97000000,56010.00000000,56094.00000000,664.19636000,2024-09-05 20:59:59.999,37268453.66246940,99214,369.00543000,20706741.40262850,0
2024-09-05 21:00:00,56094.00000000,56253.44000000,55643.65000000,56150.60000000,901.95735000,2024-09-05 21:59:59.999,50516761.10391340,95618,375.97486000,21062810.97098480,0
2024-09-05 22:00:00,56150.59000000,56227.50000000,55783.00000000,56104.60000000,521.41259000,2024-09-05 22:59:59.999,29210004.56329490,103752,248.83009000,13938482.62314720,0
2024-09-05 23:00:00,56104.99000000,56208.00000000,55993.45000000,56180.00000000,332.10249000,2024-09-05 23:59:59.999,18636316.47403620,52645,160.71888000,9019996.19745850,0
2024-09-06 00:00:00,56180.00000000,56333.82000000,55989.00000000,56182.00000000,597.43117000,2024-09-06 00:59:59.999,33560135.45571930,92323,268.04063000,15058592.77327060,0
2024-09-06 01:00:00,56182.01000000,56615.49000000,55993.00000000,56558.99000000,911.87979000,2024-09-06 01:59:59.999,51404977.79322950,123022,464.75419000,26199923.24942570,0
2024-09-06 02:00:00,56559.00000000,56858.88000000,56499.87000000,56738.00000000,940.25226000,2024-09-06 02:59:59.999,53346646.45558120,122626,448.05384000,25417359.20595310,0
2024-09-06 03:00:00,56738.00000000,56840.88000000,56532.00000000,56588.00000000,639.59002000,2024-09-06 03:59:59.999,36283310.43207260,65722,275.66494000,15639227.90495360,0
2024-09-06 04:00:00,56588.01000000,56747.91000000,56585.29000000,56594.66000000,418.54986000,2024-09-06 04:59:59.999,23719866.38022420,60727,201.39732000,11414292.94422410,0
2024-09-06 05:00:00,56594.67000000,56665.26000000,56295.49000000,56491.01000000,859.71721000,2024-09-06 05:59:59.999,48522353.52087310,91365,371.73295000,20979676.28917540,0
2024-09-06 06:00:00,56491.01000000,56518.00000000,56278.57000000,56430.01000000,555.46099000,2024-09-06 06:59:59.999,31318640.36575430,78960,282.64127000,15936207.88918730,0
2024-09-06 07:00:00,56430.01000000,56439.00000000,55280.00000000,55804.29000000,4110.12466000,2024-09-06 07:59:59.999,228895329.64310770,345180,1796.02910000,99962554.02326740,0
2024-09-06 08:00:00,55804.28000000,55938.42000000,55639.00000000,55783.01000000,1256.44684000,2024-09-06 08:59:59.999,70102371.23047760,133919,618.53503000,34512810.64721080,0
2024-09-06 09:00:00,55783.01000000,55925.46000000,55676.72000000,55889.86000000,1042.62400000,2024-09-06 09:59:59.999,58207684.79224550,99231,555.43238000,31011436.81892010,0
2024-09-06 10:00:00,55889.86000000,56262.11000000,55889.85000000,56178.01000000,890.38249000,2024-09-06 10:59:59.999,49944684.95697310,100918,528.02773000,29613835.22108960,0
2024-09-06 11:00:00,56178.01000000,56252.00000000,55826.26000000,55999.09000000,926.80769000,2024-09-06 11:59:59.999,51938482.34207920,82785,422.63781000,23687006.29038500,0
2024-09-06 12:00:00,55999.09000000,56944.59000000,55653.42000000,56873.99000000,5000.00747000,2024-09-06 12:59:59.999,282241044.15498390,350390,2389.63450000,134887690.81775760,0
2024-09-06 13:00:00,56873.99000000,57008.00000000,55849.80000000,55896.01000000,3481.49831000,2024-09-06 13:59:59.999,196414205.97107950,410607,1613.04051000,91037917.84477230,0
2024-09-06 14:00:00,55896.01000000,55936.00000000,54424.24000000,54733.24000000,7268.22081000,2024-09-06 14:59:59.999,400228605.26982420,672891,3091.39510000,170232486.90357490,0
2024-09-06 15:00:00,54734.00000000,55000.00000000,53808.00000000,54045.01000000,5387.23718000,2024-09-06 15:59:59.999,292439733.22802370,481453,2471.75850000,134208969.96305040,0
2024-09-06 16:00:00,54045.00000000,54256.00000000,53632.83000000,54074.00000000,3316.19995000,2024-09-06 16:59:59.999,179087995.69394720,311164,1632.12144000,88162897.21613020,0
2024-09-06 17:00:00,54074.00000000,54435.00000000,53705.78000000,53935.00000000,2443.31424000,2024-09-06 17:59:59.999,132124008.83409550,253103,1225.90209000,66300198.90250840,0
2024-09-06 18:00:00,53935.01000000,53995.00000000,53350.00000000,53352.67000000,2451.71241000,2024-09-06 18:59:59.999,131570623.99737080,263179,1096.01425000,58845063.48589670,0
2024-09-06 19:00:00,53352.67000000,53997.00000000,53267.54000000,53534.28000000,3103.27696000,2024-09-06 19:59:59.999,166407356.10991510,317820,1520.65055000,81554358.48769770,0
2024-09-06 20:00:00,53534.27000000,53800.00000000,52650.00000000,52887.99000000,4613.33459000,2024-09-06 20:59:59.999,245087460.61012490,381869,1921.76537000,102108518.89107720,0
2024-09-06 21:00:00,52888.00000000,53766.58000000,52550.00000000,53766.57000000,2677.79026000,2024-09-06 21:59:59.999,142396839.61889310,252808,1325.31270000,70502897.78366470,0
2024-09-06 22:00:00,53766.58000000,53856.82000000,53614.52000000,53644.01000000,858.28910000,2024-09-06 22:59:59.999,46145793.33237150,106040,427.48905000,22984043.58598060,0
2024-09-06 23:00:00,53644.00000000,53969.99000000,53611.10000000,53962.97000000,697.62000000,2024-09-06 23:59:59.999,37526768.73536750,89179,377.15724000,20288263.74191970,0
2024-09-07 00:00:00,53962.97000000,54095.65000000,53891.51000000,53914.00000000,800.05680000,2024-09-07 00:59:59.999,43191297.26660550,100744,388.13264000,20953801.82090760,0
2024-09-07 01:00:00,53914.00000000,54000.11000000,53745.54000000,53813.37000000,690.46871000,2024-09-07 01:59:59.999,37197280.64955420,84715,290.70700000,15663141.00468450,0
2024-09-07 02:00:00,53813.37000000,53945.42000000,53756.56000000,53802.00000000,418.47169000,2024-09-07 02:59:59.999,22538302.84536610,67305,198.39643000,10685531.69857330,0
2024-09-07 03:00:00,53802.00000000,53873.81000000,53791.42000000,53818.91000000,374.19346000,2024-09-07 03:59:59.999,20146417.95412920,56892,166.42169000,8960062.11192710,0
2024-09-07 04:00:00,53818.92000000,54061.10000000,53814.00000000,54060.59000000,413.16824000,2024-09-07 04:59:59.999,22270948.74069780,50746,255.22851000,13758732.80768710,0
2024-09-07 05:00:00,54060.59000000,54381.10000000,54007.67000000,54185.01000000,1125.35224000,2024-09-07 05:59:59.999,61024458.35228900,110345,597.26167000,32386230.28461410,0
2024-09-07 06:00:00,54185.01000000,54379.00000000,54028.22000000,54320.23000000,1117.41166000,2024-09-07 06:59:59.999,60591016.48345050,86393,602.12180000,32652792.95474900,0
2024-09-07 07:00:00,54320.23000000,54405.37000000,54183.31000000,54286.00000000,1554.89451000,2024-09-07 07:59:59.999,84415379.72841480,101012,689.24360000,37421851.88040330,0
2024-09-07 08:00:00,54286.00000000,54393.48000000,54189.60000000,54370.99000000,795.86330000,2024-09-07 08:59:59.999,43214355.29645970,80379,336.69392000,18282466.93480650,0
2024-09-07 09:00:00,54371.00000000,54419.38000000,54168.23000000,54251.11000000,528.55394000,2024-09-07 09:59:59.999,28693262.92249400,58187,208.31196000,11311353.06970120,0
2024-09-07 10:00:00,54251.11000000,54454.80000000,54247.00000000,54346.01000000,489.08196000,2024-09-07 10:59:59.999,26588107.30130380,55874,288.88897000,15704060.89931680,0
2024-09-07 11:00:00,54346.01000000,54492.98000000,54264.54000000,54326.00000000,476.36642000,2024-09-07 11:59:59.999,25897530.34104510,60222,199.55115000,10850656.80771580,0
2024-09-07 12:00:00,54326.01000000,54663.00000000,54326.00000000,54578.71000000,562.26084000,2024-09-07 12:59:59.999,30647840.94729680,75528,354.74221000,19335383.33244090,0
2024-09-07 13:00:00,54578.72000000,54665.94000000,54404.00000000,54546.99000000,686.74052000,2024-09-07 13:59:59.999,37463693.08730960,89235,359.63394000,19622581.05086020,0
2024-09-07 14:00:00,54547.00000000,54691.10000000,54488.41000000,54632.17000000,529.51042000,2024-09-07 14:59:59.999,28907975.60105650,95778,266.97687000,14575329.31266190,0
2024-09-07 15:00:00,54632.17000000,54829.00000000,54600.00000000,54780.00000000,732.36309000,2024-09-07 15:59:59.999,40084368.39807930,117789,412.01609000,22549662.01811280,0
2024-09-07 16:00:00,54780.00000000,54850.00000000,54434.84000000,54465.97000000,810.17573000,2024-09-07 16:59:59.999,44239508.24915780,105947,337.60501000,18436767.60964180,0
2024-09-07 17:00:00,54465.97000000,54535.72000000,54000.00000000,54134.00000000,976.36036000,2024-09-07 17:59:59.999,52980909.80046010,115621,402.02202000,21813553.15402750,0
2024-09-07 18:00:00,54134.00000000,54396.88000000,54037.00000000,54291.10000000,814.89276000,2024-09-07 18:59:59.999,44205466.36242660,91194,379.19299000,20571505.95763350,0
2024-09-07 19:00:00,54291.10000000,54457.82000000,54231.10000000,54404.01000000,536.34811000,2024-09-07 19:59:59.999,29139563.99226140,62682,261.03153000,14183960.85214160,0
2024-09-07 20:00:00,54404.01000000,54437.97000000,54166.00000000,54166.01000000,392.25408000,2024-09-07 20:59:59.999,21297773.90979480,48402,146.78945000,7970353.52257790,0
2024-09-07 21:00:00,54166.01000000,54188.00000000,53867.00000000,53926.99000000,874.49354000,2024-09-07 21:59:59.999,47254227.99578850,84780,348.11147000,18813378.88818270,0
2024-09-07 22:00:00,53927.00000000,54082.89000000,53868.00000000,53954.00000000,364.40500000,2024-09-07 22:59:59.999,19667756.15128890,57953,175.57233000,9476076.50592120,0
2024-09-07 23:00:00,53954.00000000,54196.64000000,53814.01000000,54160.86000000,630.36036000,2024-09-07 23:59:59.999,34035900.21310220,63200,359.25358000,19402204.53030730,0
2024-09-08 00:00:00,54160.86000000,54190.17000000,53964.00000000,54137.50000000,497.48026000,2024-09-08 00:59:59.999,26910204.51793350,47646,213.51990000,11551508.03632890,0
2024-09-08 01:00:00,54137.50000000,54365.44000000,54136.00000000,54275.00000000,423.04988000,2024-09-08 01:59:59.999,22950792.98657270,47820,240.35936000,13039868.80158870,0
2024-09-08 02:00:00,54274.99000000,54509.00000000,54274.99000000,54337.43000000,668.68659000,2024-09-08 02:59:59.999,36382569.69435910,53757,344.14982000,18722188.96551330,0
2024-09-08 03:00:00,54337.44000000,54405.01000000,54266.88000000,54402.99000000,390.28341000,2024-09-08 03:59:59.999,21204316.33522110,30481,233.77455000,12701281.46368250,0
2024-09-08 04:00:00,54402.98000000,54575.00000000,54371.10000000,54491.99000000,374.73132000,2024-09-08 04:59:59.999,20405369.19989360,43433,189.62174000,10325956.80958740,0
2024-09-08 05:00:00,54492.00000000,54518.75000000,54327.52000000,54344.01000000,365.61789000,2024-09-08 05:59:59.999,19907615.76361150,43583,177.52784000,9666683.51294850,0
2024-09-08 06:00:00,54344.01000000,54419.99000000,54261.10000000,54292.01000000,445.26758000,2024-09-08 06:59:59.999,24194162.50046470,40827,196.54684000,10676905.96360700,0
2024-09-08 07:00:00,54292.01000000,54525.00000000,54292.00000000,54436.25000000,536.61685000,2024-09-08 07:59:59.999,29214546.02334540,68498,274.87339000,14962330.00707700,0
2024-09-08 08:00:00,54436.25000000,54500.01000000,54356.00000000,54480.00000000,304.76109000,2024-09-08 08:59:59.999,16588533.95990600,45585,172.15370000,9371185.09742050,0
2024-09-08 09:00:00,54480.00000000,54722.85000000,54456.01000000,54456.02000000,793.52683000,2024-09-08 09:59:59.999,43315057.38773110,76300,384.54498000,20994021.64825690,0
2024-09-08 10:00:00,54456.02000000,54643.20000000,54440.00000000,54608.01000000,375.08850000,2024-09-08 10:59:59.999,20466161.37423260,39928,169.66169000,9257666.70254790,0
2024-09-08 11:00:00,54608.01000000,54669.60000000,54517.39000000,54556.08000000,292.35522000,2024-09-08 11:59:59.999,15962459.84022900,39445,117.38112000,6409191.89925340,0
2024-09-08 12:00:00,54556.08000000,54567.00000000,54095.52000000,54194.70000000,792.46432000,2024-09-08 12:59:59.999,43058712.19026640,85609,291.92046000,15855540.54990250,0
2024-09-08 13:00:00,54194.71000000,54399.00000000,54072.01000000,54399.00000000,630.64238000,2024-09-08 13:59:59.999,34205997.74305640,86023,359.56774000,19506375.62227020,0
2024-09-08 14:00:00,54398.99000000,54444.00000000,54041.61000000,54149.50000000,632.85213000,2024-09-08 14:59:59.999,34303442.65654430,84790,277.92342000,15064781.38650360,0
2024-09-08 15:00:00,54149.51000000,54189.99000000,53640.00000000,53687.00000000,1444.45724000,2024-09-08 15:59:59.999,77919277.82494610,127578,568.31900000,30653755.19304560,0
2024-09-08 16:00:00,53686.99000000,54024.56000000,53629.01000000,53907.18000000,781.00754000,2024-09-08 16:59:59.999,42057226.28279210,108750,434.25576000,23392910.77209610,0
2024-09-08 17:00:00,53907.18000000,54519.30000000,53907.17000000,54510.01000000,810.89877000,2024-09-08 17:59:59.999,44016495.76256550,87187,507.58494000,27553696.96080540,0
2024-09-08 18:00:00,54510.00000000,54531.10000000,54277.00000000,54412.01000000,433.05093000,2024-09-08 18:59:59.999,23548723.27228940,62025,206.54661000,11231985.46980270,0
2024-09-08 19:00:00,54412.01000000,54475.00000000,54317.00000000,54337.01000000,264.25083000,2024-09-08 19:59:59.999,14375763.82227110,43116,115.32320000,6274145.90398420,0
2024-09-08 20:00:00,54337.02000000,54384.00000000,54184.00000000,54379.02000000,364.27157000,2024-09-08 20:59:59.999,19776103.21177360,50428,173.64487000,9428935.78518420,0
2024-09-08 21:00:00,54379.01000000,54619.84000000,54299.89000000,54464.00000000,663.07010000,2024-09-08 21:59:59.999,36120260.02960290,86411,358.16164000,19512634.68526040,0
2024-09-08 22:00:00,54463.99000000,55318.00000000,54367.50000000,54530.00000000,2894.91447000,2024-09-08 22:59:59.999,158871234.25628490,273105,1486.75496000,81610638.39790020,0
2024-09-08 23:00:00,54530.00000000,54975.00000000,54424.75000000,54869.95000000,1094.80209000,2024-09-08 23:59:59.999,59988146.28258290,123767,537.64331000,29457707.47584810,0
2024-09-09 00:00:00,54869.95000000,55210.00000000,54688.69000000,55045.00000000,1414.80055000,2024-09-09 00:59:59.999,77741798.88207670,172266,720.36133000,39578233.88319430,0
2024-09-09 01:00:00,55045.01000000,55370.23000000,54901.10000000,55103.99000000,1831.55993000,2024-09-09 01:59:59.999,101073260.51103270,194754,870.50133000,48036640.78766810,0
